"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Involved","type_value_Player position","type_value_Jersey number","type_value_Resume","type_value_Team kit","type_value_Team formation","type_value_Captain","type_value_Team player formation","type_value_Direction of Play","type_value_Length","type_value_Pass End Y","type_value_Pass End X","type_value_Zone","type_value_Kick Off","type_value_Angle","type_value_Blocked
Pass","type_value_Offensive","type_value_Chipped","type_value_Opposite related event ID","type_value_Opposite
related
event ID","type_value_Defensive","type_value_Throw-in","type_value_Long ball","type_value_Head pass","type_value_Cross","type_value_Lay-off","type_value_Assist","type_value_Intentional
assist","type_value_Related event ID","type_value_GK Y Coordinate","type_value_Assisted","type_value_Goal mouth y coordinate","type_value_First Touch","type_value_GK X blocked","type_value_Left footed","type_value_Goal mouth z coordinate","type_value_Regular play","type_value_Box-left","type_value_Left","type_value_Not visible","type_value_Low","type_value_Goal Kick","type_value_Out of play","type_value_Head","type_value_Right footed","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Blocked","type_value_Blocked x co-ordinate","type_value_Box-centre","type_value_Def block","type_value_Corner taken","type_value_In-swinger","type_value_Shirt Pull/Holding","type_value_Direct","type_value_Foul","type_value_Free kick taken","type_value_Pull Back","type_value_Players caught offside","type_value_Indirect","type_value_Launch","type_value_Shove/push","type_value_Fast Break","type_value_Fast break","type_value_Individual Play","type_value_Out of box-centre","type_value_Hands","type_value_Collected","type_value_Standing","type_value_Keeper Throw","type_value_Attempted Tackle","type_value_Yellow Card","type_value_Flick-on","type_value_Through ball","type_value_Overrun","type_value_High left","type_value_Leading to attempt","type_value_Low right","type_value_Saved off line","type_value_Box-right","type_value_Six yard blocked","type_value_Big Chance","type_value_Last line","type_value_Gk kick from hands","type_value_Small box-right","type_value_Switch of play","type_value_Overhit Cross","type_value_Parried safe","type_value_Reaching","type_value_Fantasy Assist Type","type_value_Fantasy
Assisted By","type_value_From corner","type_value_Assist Team","type_value_Small box- centre","type_value_GK Start","type_value_Stooping","type_value_Swerve Left","type_value_High","type_value_End type","type_value_Right","type_value_Set piece","type_value_Low left","type_value_Hand","type_value_Swerve Right","type_value_Diving","type_value_Tactical","type_value_Position Side ID","type_value_Formation slot","type_value_Detailed Position ID","type_value_Close right","type_value_High centre","type_value_GK hoof","type_value_Hit Bar","type_value_Hit Woodwork","type_value_Follows a Dribble","type_value_Tap","type_value_Blocked cross","type_value_Over-arm","type_value_Game end","value_Team formation","value_Captain","value_Direction of Play","value_Length","value_Pass End Y","value_Pass End X","value_Zone","value_Kick Off","value_Angle","value_Blocked
Pass","value_Offensive","value_Chipped","value_Opposite related event ID","value_Opposite
related
event ID","value_Defensive","value_Throw-in","value_Long ball","value_Head pass","value_Cross","value_Lay-off","value_Assist","value_Intentional
assist","value_Related event ID","value_GK Y Coordinate","value_Assisted","value_Goal mouth y coordinate","value_First Touch","value_GK X blocked","value_Left footed","value_Goal mouth z coordinate","value_Regular play","value_Box-left","value_Left","value_Not visible","value_Low","value_Goal Kick","value_Out of play","value_Head","value_Right footed","value_Blocked y co-ordinate","value_Low centre","value_Blocked","value_Blocked x co-ordinate","value_Box-centre","value_Def block","value_Corner taken","value_In-swinger","value_Shirt Pull/Holding","value_Direct","value_Foul","value_Free kick taken","value_Pull Back","value_Players caught offside","value_Indirect","value_Launch","value_Shove/push","value_Fast Break","value_Fast break","value_Individual Play","value_Out of box-centre","value_Hands","value_Collected","value_Standing","value_Keeper Throw","value_Attempted Tackle","value_Yellow Card","value_Flick-on","value_Through ball","value_Overrun","value_High left","value_Leading to attempt","value_Low right","value_Saved off line","value_Box-right","value_Six yard blocked","value_Big Chance","value_Last line","value_Gk kick from hands","value_Small box-right","value_Switch of play","value_Overhit Cross","value_Parried safe","value_Reaching","value_Fantasy Assist Type","value_Fantasy
Assisted By","value_From corner","value_Assist Team","value_Small box- centre","value_GK Start","value_Stooping","value_Swerve Left","value_High","value_End type","value_Right","value_Set piece","value_Low left","value_Hand","value_Swerve Right","value_Diving","value_Tactical","value_Position Side ID","value_Formation slot","value_Detailed Position ID","value_Close right","value_High centre","value_GK hoof","value_Hit Bar","value_Hit Woodwork","value_Follows a Dribble","value_Tap","value_Blocked cross","value_Over-arm","value_Game end","teamName","h_a","ft","timeStamp","venueName","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
515,52,26,"bop6aslxmwvzsapdxsw3xbvfg",6.51,39.1,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"cvy1q6gtx1gs9ddemdpcf8ded",0,41.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8333333333333,2732829897,12,"I. Engen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","61.5","0.0","Back",NA,"2.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",984,NA,NA,NA,"Manchester City WFC",0,0,157.323913742527,"I. Engen",984,78,"Manchester City WFC",984
473,52,26,"36tr17foeaf9ejjmt2txuoy3y",102.48,28.288,"SecondHalf","CornerAwarded","Successful",NA,NA,NA,NA,NA,"bmw6mvkeropjorm2rxzw2fzai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8333333333333,2732829899,6,"J. Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,"516","516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",985,NA,NA,NA,"FC Barcelona",0,0,NA,"J. Park",985,78,"Manchester City WFC",985
516,52,26,"bop6aslxmwvzsapdxsw3xbvfg",2.52,39.712,"SecondHalf","CornerAwarded","Unsuccessful",NA,NA,NA,NA,NA,"cvy1q6gtx1gs9ddemdpcf8ded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8333333333333,2732829901,6,"I. Engen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"473","473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",986,NA,NA,NA,"Manchester City WFC",0,0,NA,"I. Engen",986,78,"Manchester City WFC",986
474,53,3,"36tr17foeaf9ejjmt2txuoy3y",104.475,0.34,"SecondHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"10d8jj5vwrmib55tth0isfvft",95.445,39.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.45,2732829973,1,"L. Hemp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,155,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.3","58.2","90.9","Center",NA,"1.80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",987,NA,NA,NA,"FC Barcelona",22.6011015952438,0,102.960697431586,"L. Hemp",987,78,"Manchester City WFC",987
537,53,4,"bop6aslxmwvzsapdxsw3xbvfg",7.14,30.328,"SecondHalf","Clearance","Successful",NA,NA,NA,NA,NA,"1vqpa944d79cnljfbjb8yjlcl",20.37,25.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4666666666667,2732830139,12,"F. Rolfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.1","37.6","19.4","Back",NA,"5.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",988,NA,NA,NA,"Manchester City WFC",0,0,-19.7881407767017,"F. Rolfo",988,78,"Manchester City WFC",988
476,53,10,"36tr17foeaf9ejjmt2txuoy3y",82.32,47.192,"SecondHalf","BallTouch","Unsuccessful",NA,NA,NA,NA,NA,"bmw6mvkeropjorm2rxzw2fzai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5666666666667,2732829977,61,"J. Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",989,NA,NA,NA,"FC Barcelona",0,0,NA,"J. Park",989,78,"Manchester City WFC",989
519,53,13,"bop6aslxmwvzsapdxsw3xbvfg",10.395,10.2,"SecondHalf","Dispossessed","Successful",NA,NA,NA,NA,NA,"2cl7scn4j10rfq44mweo735cl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6166666666667,2732829985,50,"C. Graham Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,233,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,"477","477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",990,NA,NA,NA,"Manchester City WFC",0,0,NA,"C. G. Hansen",990,79,"FC Barcelona",990
477,53,13,"36tr17foeaf9ejjmt2txuoy3y",94.605,57.8,"SecondHalf","Tackle","Successful",NA,NA,NA,NA,NA,"bmw6mvkeropjorm2rxzw2fzai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6166666666667,2732829987,7,"J. Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,286,NA,233,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,"519","519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manchester City WFC","home","2 : 0","2024-10-09","Joie Stadium","2024/2025",991,NA,NA,NA,"FC Barcelona",0,0,NA,"J. Park",991,79,"FC Barcelona",991
521,53,28,"bop6aslxmwvzsapdxsw3xbvfg",4.935,40.732,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"4n6mnhjzt6zpicfea3ym678id",3.78,32.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8666666666667,2732830015,1,"Mapi Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.6","47.3","3.6","Back",NA,"4.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",992,0.00941056,0.00941056,0,"Manchester City WFC",-0.945453695663062,0,-97.6774141000362,"M. Leon",992,79,"FC Barcelona",992
521.5,53,30,"bop6aslxmwvzsapdxsw3xbvfg",3.78,32.164,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"7yd1zxbm6jnvxhmk1v2xyh9m1",7.665,31.756,NA,NA,NA,NA,NA,522,NA,NA,NA,NA,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",993,0.00941056,0.00941056,0,"Manchester City WFC",0,3.87578636400924,-5.99518698131519,NA,993,79,"FC Barcelona",993
522,53,32,"bop6aslxmwvzsapdxsw3xbvfg",7.665,31.756,"SecondHalf","Pass","Successful",NA,NA,NA,NA,NA,"7yd1zxbm6jnvxhmk1v2xyh9m1",28.56,28.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9333333333333,2732830029,1,"Cata Coll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,141,140,56,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.1","42.4","27.2","Back",NA,"6.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",994,0.00941056,0.01132376,0.0019132,"Manchester City WFC",20.7463622053485,0,-7.96611418447162,"C. Coll",994,79,"FC Barcelona",994
522.5,53,35,"bop6aslxmwvzsapdxsw3xbvfg",28.56,28.832,"SecondHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"5ovqn6llocczhae9n1kzj5nf9",48.405,21.284,NA,NA,NA,NA,NA,523,NA,NA,NA,NA,55.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FC Barcelona","away","2 : 0","2024-10-09","Joie Stadium","2024/2025",995,0.01132376,0.01429128,0.00296752,"Manchester City WFC",0,18.6085475540073,-20.8241967578396,NA,995,79,"FC Barcelona",995
